t	Quarter	SRC	TotalRequired	TotalFilled	Overlapping	Deployed	DemandName	Vignette	DemandGroup	ACFilled	RCFilled	NGFilled	GhostFilled	OtherFilled	ACOverlap	RCOverlap	NGOverlap	GhostOverlap	OtherOverlap	deltaT
207	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
207	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
208	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
208	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
208	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
208	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
209	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
209	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
209	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
209	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
210	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
210	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
210	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
210	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
211	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
211	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
211	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
211	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
212	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
212	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
212	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
212	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
213	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
213	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
213	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
213	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
214	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
214	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
214	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
214	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
215	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
215	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
215	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
215	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
216	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
216	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
216	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
216	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
217	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
217	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
217	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
217	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
218	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
218	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
218	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
218	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
219	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
219	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
219	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
219	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
220	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
220	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
220	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
220	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
221	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
221	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
221	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
221	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
222	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
222	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
222	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
222	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
223	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
223	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
223	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
223	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
224	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
224	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
224	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
224	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
225	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
225	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
225	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
225	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
226	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
226	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
226	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
226	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
227	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
227	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
227	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
227	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
228	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
228	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
228	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
228	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
229	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
229	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
229	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
229	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
230	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
230	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
230	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
230	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
231	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
231	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
231	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
231	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
232	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
232	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
232	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
232	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
233	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
233	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
233	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
233	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
234	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
234	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
234	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
234	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
235	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
235	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
235	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
235	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
236	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
236	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
236	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
236	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
237	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
237	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
237	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
237	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
238	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
238	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
238	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
238	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
239	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
239	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
239	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
239	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
240	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
240	3	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	0	0	1	0	0	0	0	0	0	0	1
240	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
240	3	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	0	0	2	0	0	0	0	0	0	0	1
241	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
241	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
241	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
241	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
242	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
242	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
242	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
242	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
243	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
243	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
243	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
243	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
244	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
244	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
244	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
244	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
245	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
245	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
245	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
245	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
246	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
246	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
246	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
246	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
247	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
247	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
247	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
247	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
248	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
248	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
248	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
248	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
249	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
249	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
249	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
249	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
250	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
250	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
250	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
250	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
251	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
251	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
251	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
251	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
252	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
252	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
252	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
252	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
253	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
253	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
253	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
253	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
254	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
254	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
254	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
254	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
255	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
255	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
255	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
255	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
256	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
256	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
256	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
256	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
257	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
257	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
257	3	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
257	3	01205K000	2	4	2	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	2	0	0	1
258	3	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	1	0	0	0	0	0	0	0	0	0	1
258	3	01205K000	1	2	1	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	1	0	0	1
