t	Quarter	SRC	TotalRequired	TotalFilled	Overlapping	Deployed	DemandName	Vignette	DemandGroup	ACFilled	RCFilled	NGFilled	GhostFilled	OtherFilled	ACOverlap	RCOverlap	NGOverlap	GhostOverlap	OtherOverlap	deltaT
472	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
472	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
472	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
472	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	0	0	0	1
473	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
473	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
473	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
473	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	0	0	0	1
474	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
474	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
474	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
474	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	0	0	0	1
475	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
475	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
475	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
475	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	0	0	0	1
476	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
476	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
476	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
476	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	0	0	0	1
477	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
477	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
477	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
477	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	0	0	0	1
478	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
478	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
478	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
478	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	0	0	0	1
479	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
479	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
479	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
479	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	0	0	0	1
480	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
480	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
480	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
480	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	1	0	1	0	0	0	0	0	0	0	1
481	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
481	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
481	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
481	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
482	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
482	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
482	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
482	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
483	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
483	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
483	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
483	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
484	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
484	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
484	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
484	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
485	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
485	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
485	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
485	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
486	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
486	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
486	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
486	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
487	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
487	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
487	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
487	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
488	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
488	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
488	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
488	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
489	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
489	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
489	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
489	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
490	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
490	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
490	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
490	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
491	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
491	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
491	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
491	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
492	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
492	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
492	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
492	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
493	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
493	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
493	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
493	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
494	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
494	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
494	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
494	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
495	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
495	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
495	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
495	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
496	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
496	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
496	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
496	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
497	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
497	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
497	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
497	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
498	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
498	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
498	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
498	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
499	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
499	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
499	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
499	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
500	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
500	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
500	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
500	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
501	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
501	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
501	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
501	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
502	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
502	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
502	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
502	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
503	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
503	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
503	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
503	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
504	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
504	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
504	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
504	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
505	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
505	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
505	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
505	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
506	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
506	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
506	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
506	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
507	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
507	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
507	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
507	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
508	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
508	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
508	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
508	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
509	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
509	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
509	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
509	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
510	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
510	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
510	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
510	6	01205K000	2	3	1	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	1	0	0	1
511	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
511	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
511	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
511	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
512	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
512	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
512	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
512	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
513	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
513	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
513	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
513	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
514	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
514	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
514	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
514	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
515	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
515	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
515	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
515	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
516	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
516	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
516	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
516	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
517	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
517	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
517	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
517	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
518	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
518	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
518	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
518	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
519	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
519	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
519	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
519	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
520	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
520	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
520	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
520	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
521	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
521	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
521	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
521	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
522	6	01205K000	1	1	0	1	11433_Coco_01205K000_[1...760]	Coco	Molly	0	0	1	0	0	0	0	0	0	0	1
522	6	01205K000	1	1	0	1	11018_Miniature Med_01205K000_[1...631]	Miniature Med	Molly	1	0	0	0	0	0	0	0	0	0	1
522	6	01205K000	1	1	0	1	12247_Taco_01205K000_[1...4746]	Taco	Molly	1	0	0	0	0	0	0	0	0	0	1
522	6	01205K000	2	2	0	2	11820_Cotentin_01205K000_[1...821]	Cotentin	Molly	2	0	0	0	0	0	0	0	0	0	1
